Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративно- територіальна одиниця (АР Крим, область);Район;Широта;Довгота
Ф-5384;Волжин;Volzhyn;озеро;Чернігівська обл.;;"N 51° 20’ 31""";"E 31° 56’ 30"""
Ф-5385;Колодянка;Kolodianka;озеро;Чернігівська обл.;;"N 51° 20’ 54""";"E 31° 56’ 20"""
Ф-5386;Тиха Десна;Tykha Desna;озеро;Чернігівська обл.;;"N 51° 21’ 58""";"E 31° 57’ 3"""
Ф-5387;Комарет;Komaret;озеро;Чернігівська обл.;;"N 51° 22’ 2""";"E 31° 58’ 29"""
Ф-5388;Деснище;Desnyshche;озеро;Чернігівська обл.;;"N 51° 21’ 40""";"E 31° 54’ 59"""
Ф-5389;Сокирне;Sokyrne;озеро;Чернігівська обл.;;"N 51° 21’ 23""";"E 31° 53’ 19"""
Ф-5390;Лознище;Loznyshche;озеро;Чернігівська обл.;;"N 51° 21’ 41""";"E 31° 52’ 18"""
Ф-5392;Колодне;Kolodne;озеро;Чернігівська обл.;;"N 51° 22’ 11""";"E 31° 54’ 20"""
Ф-5394;Люте;Liute;озеро;Чернігівська обл.;;"N 51° 22’ 59""";"E 31° 59’ 30"""
Ф-5395;Біле;Bile;озеро;Чернігівська обл.;;"N 51° 23’ 45""";"E 31° 58’ 28"""
