Реєстраційний номер	Унормована назва	Унормована назва латиницею	Вид географічного об'єкту	Адміністративно- територіальна одиниця (АР Крим, область)	Район	Широта	Довгота
Ф-18208	Грушівка	Hrushivka	урочище	Херсонська обл.	р-н Нижньосірогозький	"N 47° 5’ 34"""	"E 34° 32’ 42"""
Ф-18222	Гряда	Hriada	урочище	Херсонська обл.	р-н Олешківський	"N 46° 41’ 33"""	"E 32° 51’ 31"""
Ф-18433	Великий Мис	Velykyi Mys	урочище	Херсонська обл.	р-н Каланчацький	"N 46° 2’ 14"""	"E 33° 29’ 5"""
Ф-18437	Бузове	Buzove	урочище	Херсонська обл.	р-н Голопристанський	"N 46° 29’ 2"""	"E 32° 1’ 45"""
Ф-18502	Великий Тугай	Velykyi Tuhai	урочище	Херсонська обл.	р-н Голопристанський	"N 46° 24’ 44"""	"E 32° 14’ 6"""
Ф-18598	Бургунська	Burhunska	балка	Херсонська обл.	р-н Бериславський	"N 46° 52’ 58"""	"E 33° 12’ 58"""
Ф-18599	Бургунська	Burhunska	балка	Херсонська обл.	р-н Бериславський	"N 46° 50’ 31"""	"E 33° 12’ 18"""
Ф-18636	Велике Городище	Velyke Horodyshche	урочище	Херсонська обл.	р-н Бериславський	"N 46° 45’ 33"""	"E 33° 3’ 48"""
Ф-18716	Велике Солене	Velyke Solene	урочище	Херсонська обл.	р-н Олешківський	"N 46° 30’ 7"""	"E 32° 55’ 0"""
Ф-18731	Виноградівка	Vynohradivka	урочище	Херсонська обл.	р-н Бериславський	"N 46° 56’ 2"""	"E 33° 13’ 25"""
Ф-18813	Великі Кучугури	Velyki Kuchuhury	урочище	Херсонська обл.	р-н Олешківський	"N 46° 33’ 32"""	"E 32° 48’ 15"""
Ф-19032	Великий Каравай	Velykyi Karavai	урочище	Херсонська обл.	р-н Олешківський	"N 46° 34’ 26"""	"E 32° 49’ 49"""
Ф-19054	Восьмихатки	Vosmykhatky	урочище	Херсонська обл.	р-н Іванівський	"N 46° 47’ 8"""	"E 34° 40’ 12"""
Ф-19163	Велика Сага	Velyka Saha	урочище	Херсонська обл.	р-н Голопристанський	"N 46° 26’ 19"""	"E 32° 14’ 37"""
Ф-19201	Бродки	Brodky	урочище	Херсонська обл.	Голопристанська міськрада	"N 46° 32’ 16"""	"E 32° 33’ 25"""
Ф-19270	Брусилівка	Brusylivka	урочище	Херсонська обл.	р-н Високопільський	"N 47° 30’ 19"""	"E 33° 37’ 51"""
Ф-19380	Вовча Сага	Vovcha Saha	урочище	Херсонська обл.	р-н Голопристанський	"N 46° 25’ 43"""	"E 32° 6’ 35"""
Ф-19406	Висока Гряда	Vysoka Hriada	урочище	Херсонська обл.	Херсонська міськрада	"N 46° 37’ 42"""	"E 32° 32’ 26"""
Ф-19480	Високий Беріг	Vysokyi Berih	урочище	Херсонська обл.	р-н Голопристанський	"N 46° 14’ 9"""	"E 32° 5’ 23"""
Ф-19523	Верьовочна	Verovochna	балка	Херсонська обл.	Херсонська міськрада	"N 46° 38’ 34"""	"E 32° 33’ 1"""
Ф-19526	Верьовчина	Verovchyna	балка	Херсонська обл.	р-н Білозерський	"N 46° 47’ 33"""	"E 32° 35’ 27"""
Ф-19773	Дякове	Diakove	урочище	Херсонська обл.	р-н Олешківський	"N 46° 37’ 47"""	"E 32° 59’ 23"""
Ф-19857	Дремайлівка	Dremailivka	урочище	Херсонська обл.	р-н Бериславський	"N 46° 51’ 27"""	"E 33° 31’ 21"""
Ф-20045	Кам'яна	Kamiana	балка	Херсонська обл.	р-н Великоолександрівський	"N 47° 19’ 45"""	"E 33° 22’ 21"""
Ф-20072	Домаха	Domakha	урочище	Херсонська обл.	Новокаховська міськрада	"N 46° 46’ 39"""	"E 33° 8’ 8"""
Ф-20088	Дідовська Вершина	Didovska Vershyna	урочище	Херсонська обл.	р-н Білозерський	"N 46° 33’ 35"""	"E 32° 22’ 14"""
Ф-20176	Зелене	Zelene	урочище	Херсонська обл.	р-н Новотроїцький	"N 46° 12’ 34"""	"E 34° 7’ 18"""
Ф-20177	Зелене	Zelene	урочище	Херсонська обл.	р-н Олешківський	"N 46° 29’ 18"""	"E 33° 2’ 50"""
Ф-20196	Златова	Zlatova	балка	Херсонська обл.	р-н Бериславський	"N 46° 50’ 18"""	"E 33° 14’ 24"""
Ф-20337	Качанова	Kachanova	балка	Херсонська обл.	р-н Нововоронцовський	"N 47° 22’ 37"""	"E 33° 55’ 33"""
Ф-20403	Калабурад	Kalaburad	урочище	Херсонська обл.	р-н Скадовський	"N 46° 18’ 47"""	"E 32° 47’ 36"""
